,Text,id_tweet,Tweet_Date,Follower_count,cleaned_text,prediction
92,"#OmicronIsAirborne This should be your new trending hashtag... indications are rising to show that #Omicron is indeed airborne, making it more transmissible.
A loose fitting mask wont protect you from linger aerosols. Neither will vaccin

#COVID19 #Covid_19 #vaccine #vaccination",1466919549471793154,2021-12-03 23:57:29,3,omicronisairborn new trend hashtag indic rise show omicron inde airborn make transmiss loos fit mask wont protect linger aerosol neither vaccin covid covid _ vaccin vaccin,0
93,"Technologies that I like to see growing further, in 2022:
- #WebAssembly, everywhere, as in ""wasm-first""
- @denoland_dev, ♥️the security model
- #CloudComputing Standardization
- Of course #golang (1.18!)

And, a vaccine for standard flu - after we conquered #COVID19,",1466919534422597638,2021-12-03 23:57:25,232,technolog like see grow webassembl everywher wasm first secur model cloudcomput standard cours golang vaccin standard flu conquer covid,0
94,"2,289 new cases and 113 new deaths in Bulgaria 

[0:57 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466919484267053059,2021-12-03 23:57:13,1256,new case new death bulgaria gmt coronaviru coronavirusupd covid coronaviruspandem,0
95,#Omicron is here.  Pls protect yourself and those you love.  #GetVaccinatedNow.  Not just for #COVID19 but the flu too!  She’s back and we can’t handle two pandemics.,1466919354063282184,2021-12-03 23:56:42,291,omicron pl protect love getvaccinatednow covid flu back handl two pandem,0
96,@TcameronTodd @EruditeElf I couldnt find any data on boosters vs virus exposure - but for primary immunisation I gather that #CovidVaccines do better than #COVID19 infection,1466919318503899138,2021-12-03 23:56:34,1512,couldnt find data booster vs viru exposur primari immunis gather covidvaccin better covid infect,0
97,"@sosocristian @TheLancet Um... Who else would be qualified to conduct #vaccine or any other pharmaceutical studies? Who else is going to fund &amp; support...a small business bakery? This is why there is abundant regulation &amp; over-sight
#COVID19 #VaccinesWork #freedumb🤡 #Covidiots",1466919146977955840,2021-12-03 23:55:53,481,um els would qualifi conduct vaccin pharmaceut studi els go fund amp support small busi bakeri abund regul amp sight covid vaccineswork freedumb covidiot,0
98,Results are in #negative #COVID19 🙌🏻 another COVID scare for the books,1466919102602227716,2021-12-03 23:55:42,2,result neg covid anoth covid scare book,0
99,"@OccupyDemocrats With #vaccines free &amp; so easy to get, it baffles me why there’re so many holdouts. Guessing mostly political; but given how deadly &amp; transmissible #COVID19 is, they’re biting their nose to spite their face. Also naive believing their leaders haven’t been vaccinated on the sly.",1466918832501628944,2021-12-03 23:54:38,2606,vaccin free amp easi get baffl mani holdout guess mostli polit given deadli amp transmiss covid bite nose spite face also naiv believ leader vaccin sli,0
100,"@BrittAtGlobal Guessing at this point, Southern Health has one of the highest #covid19 per capita in North America. #covid19mb",1466918819901882371,2021-12-03 23:54:35,505,guess point southern health one highest covid per capita north america covid mb,0
101,I’ve worked through this whole #scamdemic at a grocery store serving people daily without getting #COVID19 or any of its #Variants. The mask I wear did not prevent me from getting infected. It’s a con people.,1466918809055416322,2021-12-03 23:54:32,254,work whole scamdem groceri store serv peopl daili without get covid variant mask wear prevent get infect con peopl,0
102,"405 new cases of #COVID19 in BC today, including 57 in the Northern Health region. 6 new deaths, though none in northern BC. @ckpgnews",1466918755066335236,2021-12-03 23:54:19,587,new case covid bc today includ northern health region new death though none northern bc,0
103,@frozen @VanIslandHealth #Vaccines are part of a ‘herd immunity’ approach so if he’s implying ‘not enough people actually ‘caught’  #COVID19 ‘ given our #vacvination rates—that’s 🥜🔩🌰,1466918738742034433,2021-12-03 23:54:16,4196,vaccin part herd immun approach impli enough peopl actual caught covid given vacvin rate,0
104,"BC #Covid19 numbers

405 cases
6 deaths

Fraser 110
VCH 45
Island 96 (ouch!!)
Interior 97
North 57

276 in hospital, 95 in ICU

Vaccine rates
85.1% age 5+ with one dose
81.8% with 2 doses

#BCpoli #BCed #Nanaimo #YYJ #YVR",1466918732236689412,2021-12-03 23:54:14,4231,bc covid number case deathsfras vch island ouch interior north hospit icuvaccin rate age one dose dose bcpoli bced nanaimo yyj yvr,0
105,@garyruskin @NIH eternally grateful to u for relentlessly searching the truth abt #COVID19,1466918484722528258,2021-12-03 23:53:15,4145,etern grate u relentlessli search truth abt covid,0
106,Within three weeks #lockdown will begin due to #Omicron.At least for a month or two to crush this #variant.#Unemployment and #stimulus payments will temporarily go out.@AOC #AOC #COVID19 #DrFauci @IngrahamAngle,1466918415633989632,2021-12-03 23:52:58,0,within three week lockdown begin due omicron least month two crush variant unemploy stimulu payment temporarili go aoc covid drfauci,0
107,Why are there more COVID deaths under Biden than under Trump? #COVID19,1466918404942614531,2021-12-03 23:52:56,225,covid death biden trump covid,0
108,"yeah... my final diagnosis, for myself and for the #USA...

i experienced and was exposed to death at far too young an age, and think about it endlessly...

as for the rest of you, you do not think about death until it touches you personally...

so i am quite excited for #COVID19",1466918217914404868,2021-12-03 23:52:11,497,yeah final diagnosi usa experienc expos death far young age think endlessli rest think death touch person quit excit covid,0
109,"Cases: 264,784,868 (+0) 
Deaths: 5,241,571 (+600) 
Recovered: 0 (+0) 
Active Cases: 264,784,868 (100%)
Completed Cases: 5,241,571 (1.98%)
Mortality Rate: 1.98% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",1466918181700882435,2021-12-03 23:52:03,82,case death recov activ case complet case mortal rate chang case fatal rate chang covid coronaviru stayhom,0
110,"@NewshubNZ Slower days ahead for him if half his customers get sick. 
#KeepSafe #Covid19 #WashYourHands #facemask #SocialDistance #vaccinate",1466918173366644739,2021-12-03 23:52:01,1994,slower day ahead half custom get sick keepsaf covid washyourhand facemask socialdist vaccin,0
111,"35 new cases and 4 new deaths in Somalia 

[0:51 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466918108447264773,2021-12-03 23:51:45,1256,new case new death somalia gmt coronaviru coronavirusupd covid coronaviruspandem,0
112,"@joevaldman @JackPosobiec @AOC I guess that no one told you about #COVID19.

Which crimes are you referring to?",1466917874472206338,2021-12-03 23:50:49,445,guess one told covid crime refer,0
113,"@HealthyFla Aww, a sensible approach to treating #COVID19 

Thank You",1466917852976345088,2021-12-03 23:50:44,1357,aww sensibl approach treat covid thank,0
114,"Findings consistently back assisting countries with difficulty obtaining access to Covid vaccines with proper supply. Thus helping prevent what seems like an endless cycle of future mutations and the resulting mutations from being transmitted globally. 

#COVID19 #Omicron",1466917836631289859,2021-12-03 23:50:40,0,find consist back assist countri difficulti obtain access covid vaccin proper suppli thu help prevent seem like endless cycl futur mutat result mutat transmit global covid omicron,0
115,"Based on Canada's population age structure and estimated age-specific OECD rates of infection fatality, ICU admission, hospitalization,

if all people living in #Canada are infected, we would expect ~550,000 #COVID19 deaths, 510,000 ICU admissions and 1.9M hospitalizations.",1466917753940549635,2021-12-03 23:50:21,10604,base canada popul age structur estim age specif oecd rate infect fatal icu admiss hospit peopl live canada infect would expect covid death icu admiss hospit,0
116,"@Jim_Jordan Jim, #Ohio is a #COVID19 hotspot with more than 27k Ohioans dead. Death is on the ballot, #ohio14. And @Jim_Jordan would rather tweet than stop the deaths of his own constituents.",1466917560704815109,2021-12-03 23:49:35,76,jim ohio covid hotspot k ohioan dead death ballot ohio would rather tweet stop death constitu,0
117,"#Corona Info for #USA:
New Cases: 132723
Today Recovery: 59761
Today Deaths: 1185
Total Active Cases: 9605756
Total Cases: 49863089
Total Recovery: 39449407
Total Deaths: 807926
#Coronavirus  #Covid19 #Covid_19 #SARSCoV2 #StaySafe 

Source: 'CoronaTrackerNepal_bot' #Telegram.",1466917491716898822,2021-12-03 23:49:18,289,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid _ sarscov staysaf sourc coronatrackernepal_bot telegram,0
118,"Fuck it, maybe they had the right idea in Logan’s Run? Nobody is allowed to live beyond the age of 30… \o/ yay covid problem solved
#sarcasm #Omicron #MandatoryVaccination #NoVaccinePassports #COVID19",1466917394874609666,2021-12-03 23:48:55,261,fuck mayb right idea logan run nobodi allow live beyond age yay covid problem solv sarcasm omicron mandatoryvaccin novaccinepassport covid,0
119,"Hi Rochelle @CDCDirector. You still haven't told us what % of CDC employees are vaxxed (if at all).

#CovidVaccine #COVID19 #Covid_19 #Covid #vaccine #VaccineSideEffects #VaccinePassports @RWMaloneMD #LGB",1466917376876818434,2021-12-03 23:48:51,7563,hi rochel still told us cdc employe vax covidvaccin covid covid _ covid vaccin vaccinesideeffect vaccinepassport lgb,0
120,"""Are you right there folks please"" would have been so good to hear over the Christmas holidays 😥 #lockdown #COVID19",1466917304625684482,2021-12-03 23:48:34,276,right folk pleas would good hear christma holiday lockdown covid,0
121,"I know it’s too early to say anything, but on the news- every #Omicron case in the US, in 10 states, have had mild to moderate symptoms, all are recovering, and none have been hospitalized
I know we’ll have #COVID19 forever, but holding hope #Delta is most deadly variant ever",1466917214808911872,2021-12-03 23:48:12,1590,know earli say anyth news everi omicron case us state mild moder symptom recov none hospitalizedi know covid forev hold hope delta deadli variant ever,0
122,"@DrJeanneM @CarlosdelRio7 @CDCgov At least South Korea and some of their neighbors took learnings from SARS experience and spent 20 yrs thinking and planning about viral pandemics.  We in US and Europe dodged a bullet then, and really didn't take the warnings or lessons as we might have.  #COVID19 #vaccine",1466917142272614401,2021-12-03 23:47:55,2566,least south korea neighbor took learn sar experi spent yr think plan viral pandem us europ dodg bullet realli take warn lesson might covid vaccin,0
